tact,avgWaitingTime,remaining,inMotion,(0) position,(0) number of passangers,(0) passangers,(1) position,(1) number of passangers,(1) passangers,(2) position,(2) number of passangers,(2) passangers
1440,854.6595744680851,94/100,94/100,14,0,[],11,0,[],9,2,"[32.	 home: 4,	 position: 5,	 waiting since: 1428,	 schedule: [(755.1578387808089, 4), (1028.1524143376564, 0)], 35.	 home: 3,	 position: 5,	 waiting since: 1428,	 schedule: [(751.4654414913359, 3), (1015.2297745957906, 0)]]"
1440,877.58,100/100,100/100,14,0,[],5,5,"[19.	 home: 11,	 position: 0,	 waiting since: 463,	 schedule: [(462.7473581750865, 11), (732.5591630117764, 10), (762.5591630117764, 11), (1043.0455021837183, 0)], 34.	 home: 2,	 position: 5,	 waiting since: 1306,	 schedule: [(736.1770188655668, 2), (1004.0982657024952, 0)], 2.	 home: 5,	 position: 5,	 waiting since: 1308,	 schedule: [(1013.0570082904227, 0)], 71.	 home: 1,	 position: 5,	 waiting since: 1308,	 schedule: [(766.7399966966057, 1), (1019.1283073455091, 0)], 33.	 home: 10,	 position: 10,	 waiting since: 1381,	 schedule: [(1025.463772051631, 0)]]",6,4,"[6.	 home: 1,	 position: 5,	 waiting since: 1383,	 schedule: [(754.7401539066606, 1), (1019.6853909918418, 0)], 51.	 home: 2,	 position: 5,	 waiting since: 1383,	 schedule: [(756.0541650903383, 2), (1014.6134258471855, 0)], 66.	 home: 2,	 position: 5,	 waiting since: 1385,	 schedule: [(760.1992029384412, 2), (1034.835949269917, 0)], 45.	 home: 1,	 position: 5,	 waiting since: 1387,	 schedule: [(758.8292744290497, 1), (1020.5156569637078, 0)]]"
1440,943.22,100/100,100/100,14,0,[],4,5,"[97.	 home: 13,	 position: 0,	 waiting since: 466,	 schedule: [(465.9506993564091, 13), (696.4000454495773, 10), (726.4000454495773, 13), (1023.3273042111946, 0)], 15.	 home: 11,	 position: 0,	 waiting since: 467,	 schedule: [(466.89528090722854, 11), (729.1355560885874, 10), (759.1355560885874, 11), (1015.5070200405764, 0)], 54.	 home: 12,	 position: 0,	 waiting since: 467,	 schedule: [(466.19187456670926, 12), (730.0531189402185, 10), (760.0531189402185, 12), (1005.9503196246912, 0)], 59.	 home: 11,	 position: 0,	 waiting since: 467,	 schedule: [(466.922194929903, 11), (708.6080315664562, 10), (738.6080315664562, 11), (1021.3863696155635, 0)], 48.	 home: 12,	 position: 0,	 waiting since: 470,	 schedule: [(469.576188267464, 12), (706.5973681830236, 10), (736.5973681830236, 12), (1019.66208560531, 0)]]",0,5,"[91.	 home: 14,	 position: 0,	 waiting since: 465,	 schedule: [(464.33262677388564, 14), (722.2926119759339, 10), (752.2926119759339, 14), (1033.1444938012073, 0)], 29.	 home: 13,	 position: 0,	 waiting since: 466,	 schedule: [(465.0950518673241, 13), (714.933660655986, 10), (744.933660655986, 13), (1016.7586785624973, 0)], 78.	 home: 14,	 position: 0,	 waiting since: 467,	 schedule: [(466.4349902530203, 14), (719.2261279189034, 10), (749.2261279189034, 14), (1008.3338179797738, 0)], 5.	 home: 12,	 position: 0,	 waiting since: 468,	 schedule: [(467.07473653948296, 12), (729.4409407178604, 10), (759.4409407178604, 12), (1006.4164745167076, 0)], 90.	 home: 7,	 position: 0,	 waiting since: 469,	 schedule: [(468.765352068136, 7), (706.3845948047906, 5), (736.3845948047906, 7), (1034.6758958099376, 0)]]"
1440,933.8469387755102,98/100,98/100,14,0,[],0,5,"[55.	 home: 14,	 position: 0,	 waiting since: 462,	 schedule: [(461.2102234371653, 14), (712.1426886063897, 10), (742.1426886063897, 14), (1010.5584104135941, 0)], 53.	 home: 12,	 position: 0,	 waiting since: 463,	 schedule: [(462.283131343364, 12), (749.4274161443096, 10), (779.4274161443096, 12), (1031.750978915102, 0)], 5.	 home: 12,	 position: 0,	 waiting since: 466,	 schedule: [(465.58259130388933, 12), (737.0038237650032, 10), (767.0038237650032, 12), (1029.5210443543292, 0)], 35.	 home: 11,	 position: 0,	 waiting since: 469,	 schedule: [(468.9847152869116, 11), (720.9680050580571, 10), (750.9680050580571, 11), (1037.1093861265224, 0)], 2.	 home: 14,	 position: 0,	 waiting since: 470,	 schedule: [(469.01194017333006, 14), (733.5459596239921, 10), (763.5459596239921, 14), (1018.4182649544393, 0)]]",1,5,"[81.	 home: 14,	 position: 0,	 waiting since: 458,	 schedule: [(457.01870167806896, 14), (711.1560201628212, 10), (741.1560201628212, 14), (1020.8482353856117, 0)], 25.	 home: 11,	 position: 0,	 waiting since: 460,	 schedule: [(459.5097439503146, 11), (715.2542370933975, 10), (745.2542370933975, 11), (1009.6168591617037, 0)], 88.	 home: 10,	 position: 0,	 waiting since: 460,	 schedule: [(459.20679544287026, 10), (716.2201098923521, 10), (746.2201098923521, 10), (1023.193643404098, 0)], 58.	 home: 10,	 position: 0,	 waiting since: 466,	 schedule: [(465.87117715139567, 10), (734.1011437582962, 10), (764.1011437582962, 10), (1027.880017885254, 0)], 65.	 home: 13,	 position: 0,	 waiting since: 466,	 schedule: [(465.0602410183329, 13), (718.8751662381507, 10), (748.8751662381507, 13), (1009.4913427837088, 0)]]"
1440,908.16,100/100,100/100,14,1,"[50.	 home: 11,	 position: 11,	 waiting since: 1037,	 schedule: [(1036.4193652394001, 0)]]",11,5,"[14.	 home: 9,	 position: 9,	 waiting since: 1003,	 schedule: [(1002.5751906463254, 0)], 99.	 home: 6,	 position: 6,	 waiting since: 1013,	 schedule: [(1012.6673195422532, 0)], 52.	 home: 6,	 position: 6,	 waiting since: 1027,	 schedule: [(1026.6295035613477, 0)], 0.	 home: 5,	 position: 5,	 waiting since: 1024,	 schedule: [(1023.2713854063909, 0)], 26.	 home: 3,	 position: 3,	 waiting since: 1217,	 schedule: [(1026.1624962555575, 0)]]",0,5,"[94.	 home: 11,	 position: 0,	 waiting since: 458,	 schedule: [(457.4953336321006, 11), (707.1717092430816, 10), (737.1717092430816, 11), (1014.9711960502112, 0)], 22.	 home: 7,	 position: 0,	 waiting since: 463,	 schedule: [(462.62445392605855, 7), (720.5196401311307, 5), (750.5196401311307, 7), (1022.1872921294126, 0)], 45.	 home: 8,	 position: 0,	 waiting since: 466,	 schedule: [(465.21663503862425, 8), (725.5944408281235, 10), (755.5944408281235, 8), (1011.7075446391074, 0)], 92.	 home: 9,	 position: 0,	 waiting since: 470,	 schedule: [(469.2946693174802, 9), (737.2440369300442, 10), (767.2440369300442, 9), (1028.8586979317142, 0)], 78.	 home: 2,	 position: 2,	 waiting since: 706,	 schedule: [(705.7412901810391, 5), (735.7412901810391, 2), (1040.7910481060865, 0)]]"
1440,883.979797979798,100/100,99/100,10,2,"[53.	 home: 6,	 position: 6,	 waiting since: 1025,	 schedule: [(1024.7067765512727, 0)], 93.	 home: 12,	 position: 12,	 waiting since: 1319,	 schedule: [(1017.6742520726243, 0)]]",9,3,"[7.	 home: 12,	 position: 0,	 waiting since: 458,	 schedule: [(457.7071716782094, 12), (728.4086006642038, 10), (758.4086006642038, 12), (1021.0973855298756, 0)], 13.	 home: 13,	 position: 0,	 waiting since: 470,	 schedule: [(469.29987763341796, 13), (719.7501825679861, 10), (749.7501825679861, 13), (1032.3232807455174, 0)], 6.	 home: 4,	 position: 4,	 waiting since: 1029,	 schedule: [(1028.4494434426435, 0)]]",3,5,"[38.	 home: 14,	 position: 0,	 waiting since: 468,	 schedule: [(467.4356754821607, 14), (719.4412014293699, 10), (749.4412014293699, 14), (1006.0747799895031, 0)], 61.	 home: 6,	 position: 6,	 waiting since: 1260,	 schedule: [(1014.3407138485945, 0)], 71.	 home: 9,	 position: 9,	 waiting since: 1290,	 schedule: [(1033.3210430543372, 0)], 26.	 home: 11,	 position: 11,	 waiting since: 1317,	 schedule: [(1017.3337656544071, 0)], 10.	 home: 3,	 position: 5,	 waiting since: 909,	 schedule: [(746.922889771757, 3), (1020.4050659037187, 0)]]"
1440,889.0,96/100,96/100,12,1,"[1.	 home: 13,	 position: 13,	 waiting since: 1041,	 schedule: [(1008.9575674233354, 0)]]",2,5,"[63.	 home: 14,	 position: 10,	 waiting since: 1201,	 schedule: [(750.1499537238101, 14), (1019.2432229324913, 0)], 32.	 home: 5,	 position: 0,	 waiting since: 472,	 schedule: [(471.0121190814894, 5), (727.2513898409368, 5), (757.2513898409368, 5), (1015.4841426877648, 0)], 27.	 home: 1,	 position: 1,	 waiting since: 1430,	 schedule: [(732.097060526003, 5), (762.097060526003, 1), (1052.2064139583663, 0)], 55.	 home: 1,	 position: 1,	 waiting since: 1430,	 schedule: [(719.224913495896, 5), (749.224913495896, 1), (1010.4977974115869, 0)], 39.	 home: 3,	 position: 0,	 waiting since: 473,	 schedule: [(472.36759238715376, 3), (723.3603282147582, 5), (753.3603282147582, 3), (1033.196968198693, 0)]]",13,0,[]
1440,922.7474747474747,99/100,99/100,13,0,[],0,5,"[34.	 home: 11,	 position: 0,	 waiting since: 457,	 schedule: [(456.0233633691986, 11), (718.6576779669396, 10), (748.6576779669396, 11), (1027.5206085580294, 0)], 79.	 home: 11,	 position: 0,	 waiting since: 458,	 schedule: [(457.4903309917826, 11), (716.4524798604627, 10), (746.4524798604627, 11), (1025.0475855693828, 0)], 19.	 home: 13,	 position: 0,	 waiting since: 466,	 schedule: [(465.7972192078877, 13), (719.7970302803254, 10), (749.7970302803254, 13), (1020.2094240152587, 0)], 60.	 home: 12,	 position: 0,	 waiting since: 466,	 schedule: [(465.65788288671763, 12), (710.6108092095757, 10), (740.6108092095757, 12), (995.0051900824355, 0)], 82.	 home: 5,	 position: 0,	 waiting since: 466,	 schedule: [(465.94107968056915, 5), (716.3896233559967, 5), (746.3896233559967, 5), (1009.95916151395, 0)]]",13,1,"[18.	 home: 9,	 position: 9,	 waiting since: 1007,	 schedule: [(1006.6654972874225, 0)]]"
1440,906.3260869565217,92/100,92/100,13,0,[],1,5,"[25.	 home: 7,	 position: 5,	 waiting since: 1139,	 schedule: [(753.572352026309, 7), (1009.0652331403111, 0)], 30.	 home: 11,	 position: 0,	 waiting since: 469,	 schedule: [(468.1294259912189, 11), (719.5373602190999, 10), (749.5373602190999, 11), (1020.6351600477373, 0)], 68.	 home: 10,	 position: 0,	 waiting since: 469,	 schedule: [(468.42638789110833, 10), (710.4525909825846, 10), (740.4525909825846, 10), (1027.7624089485914, 0)], 21.	 home: 11,	 position: 0,	 waiting since: 470,	 schedule: [(469.4615118280313, 11), (708.767295558081, 10), (738.767295558081, 11), (1015.134365022549, 0)], 43.	 home: 6,	 position: 0,	 waiting since: 470,	 schedule: [(469.979474516805, 6), (732.2347678699584, 5), (762.2347678699584, 6), (1001.0274698819472, 0)]]",0,5,"[8.	 home: 13,	 position: 10,	 waiting since: 1199,	 schedule: [(736.0563944250829, 13), (1014.9996413520863, 0)], 16.	 home: 6,	 position: 0,	 waiting since: 471,	 schedule: [(470.8061981147422, 6), (714.8592181244007, 5), (744.8592181244007, 6), (1000.5025794899356, 0)], 37.	 home: 12,	 position: 0,	 waiting since: 472,	 schedule: [(471.7663680616777, 12), (725.3082629981873, 10), (755.3082629981873, 12), (1010.429775022467, 0)], 4.	 home: 13,	 position: 0,	 waiting since: 473,	 schedule: [(472.07995663664576, 13), (738.1319734212863, 10), (768.1319734212863, 13), (1026.5823116150323, 0)], 34.	 home: 3,	 position: 3,	 waiting since: 1275,	 schedule: [(703.3375008133631, 5), (733.3375008133631, 3), (1027.4505719545914, 0)]]"
1440,851.0510204081633,98/100,98/100,7,5,"[69.	 home: 13,	 position: 13,	 waiting since: 1015,	 schedule: [(1014.0375740746026, 0)], 60.	 home: 11,	 position: 11,	 waiting since: 1322,	 schedule: [(1018.5208118505977, 0)], 44.	 home: 8,	 position: 8,	 waiting since: 1380,	 schedule: [(1017.1640979042043, 0)], 25.	 home: 7,	 position: 7,	 waiting since: 1003,	 schedule: [(1002.05981540881, 0)], 97.	 home: 2,	 position: 5,	 waiting since: 1213,	 schedule: [(758.7184178706126, 2), (1018.8056726132512, 0)]]",5,5,"[31.	 home: 1,	 position: 5,	 waiting since: 1090,	 schedule: [(761.5366759565161, 1), (1021.2966515847704, 0)], 51.	 home: 10,	 position: 10,	 waiting since: 1251,	 schedule: [(1022.6332762985069, 0)], 23.	 home: 13,	 position: 10,	 waiting since: 1337,	 schedule: [(768.9442294510073, 13), (1007.8506617130206, 0)], 70.	 home: 14,	 position: 10,	 waiting since: 1339,	 schedule: [(745.7056188524904, 14), (1006.5949927719628, 0)], 5.	 home: 7,	 position: 5,	 waiting since: 1399,	 schedule: [(767.9998263817004, 7), (1020.1786843198486, 0)]]",7,0,[]
1440,888.6413043478261,92/100,92/100,13,3,"[55.	 home: 11,	 position: 11,	 waiting since: 1013,	 schedule: [(1012.8195188902662, 0)], 94.	 home: 8,	 position: 8,	 waiting since: 1021,	 schedule: [(1020.365451935409, 0)], 41.	 home: 13,	 position: 13,	 waiting since: 1196,	 schedule: [(719.8489670543748, 10), (749.8489670543748, 13), (1022.383232754557, 0)]]",1,5,"[71.	 home: 12,	 position: 0,	 waiting since: 468,	 schedule: [(467.7849820869765, 12), (718.9957228148307, 10), (748.9957228148307, 12), (1012.1606259904262, 0)], 17.	 home: 7,	 position: 0,	 waiting since: 469,	 schedule: [(468.14243115221495, 7), (709.7219232465496, 5), (739.7219232465496, 7), (1002.1071934762174, 0)], 80.	 home: 12,	 position: 0,	 waiting since: 469,	 schedule: [(468.60761291627153, 12), (729.5901491000546, 10), (759.5901491000546, 12), (1041.1325731931163, 0)], 74.	 home: 2,	 position: 2,	 waiting since: 1259,	 schedule: [(717.1969854321109, 5), (747.1969854321109, 2), (1025.865036112247, 0)], 38.	 home: 10,	 position: 0,	 waiting since: 471,	 schedule: [(470.96828580896556, 10), (712.734138136055, 10), (742.734138136055, 10), (1030.0793194213575, 0)]]",8,5,"[34.	 home: 14,	 position: 0,	 waiting since: 470,	 schedule: [(469.1390439452058, 14), (708.9831204683884, 10), (738.9831204683884, 14), (1020.7800633238076, 0)], 9.	 home: 1,	 position: 5,	 waiting since: 1388,	 schedule: [(748.7231966696988, 1), (1020.1728518867687, 0)], 54.	 home: 1,	 position: 5,	 waiting since: 1388,	 schedule: [(747.2712768484917, 1), (1016.8083500555882, 0)], 13.	 home: 6,	 position: 6,	 waiting since: 1401,	 schedule: [(733.7812755828153, 5), (763.7812755828153, 6), (1004.2878970373043, 0)], 30.	 home: 7,	 position: 7,	 waiting since: 1407,	 schedule: [(715.5646080153922, 5), (745.5646080153922, 7), (1005.0210933093754, 0)]]"
1440,892.7474747474747,99/100,99/100,14,5,"[49.	 home: 8,	 position: 8,	 waiting since: 1028,	 schedule: [(1027.493133319197, 0)], 18.	 home: 5,	 position: 5,	 waiting since: 1031,	 schedule: [(1030.551607195423, 0)], 30.	 home: 2,	 position: 5,	 waiting since: 1233,	 schedule: [(747.2735728305751, 2), (1019.7091752346838, 0)], 19.	 home: 4,	 position: 5,	 waiting since: 1234,	 schedule: [(747.9680445808567, 4), (1017.6248655826798, 0)], 50.	 home: 8,	 position: 10,	 waiting since: 1278,	 schedule: [(765.1915150052434, 8), (1026.2845071898842, 0)]]",4,5,"[24.	 home: 10,	 position: 10,	 waiting since: 1010,	 schedule: [(1009.1859259121088, 0)], 22.	 home: 11,	 position: 11,	 waiting since: 1101,	 schedule: [(1022.1722834121315, 0)], 85.	 home: 12,	 position: 12,	 waiting since: 1108,	 schedule: [(1036.0504460702068, 0)], 87.	 home: 8,	 position: 8,	 waiting since: 1000,	 schedule: [(999.1886411082232, 0)], 59.	 home: 8,	 position: 8,	 waiting since: 1008,	 schedule: [(1007.7423823285558, 0)]]",0,5,"[90.	 home: 9,	 position: 0,	 waiting since: 469,	 schedule: [(468.2417829241691, 9), (726.5860635039026, 10), (756.5860635039026, 9), (1036.8822489933048, 0)], 10.	 home: 9,	 position: 0,	 waiting since: 471,	 schedule: [(470.0009900592224, 9), (719.8584987031617, 10), (749.8584987031617, 9), (1011.7015247933803, 0)], 35.	 home: 6,	 position: 0,	 waiting since: 471,	 schedule: [(470.93700427866804, 6), (717.0929902903147, 5), (747.0929902903147, 6), (1035.851560926208, 0)], 68.	 home: 8,	 position: 0,	 waiting since: 471,	 schedule: [(470.7231150047026, 8), (737.8660824553536, 10), (767.8660824553536, 8), (1015.7606794159578, 0)], 3.	 home: 7,	 position: 0,	 waiting since: 472,	 schedule: [(471.1470353686685, 7), (717.220673272428, 5), (747.220673272428, 7), (1020.5083581392208, 0)]]"
1440,865.0217391304348,92/100,92/100,14,5,"[87.	 home: 11,	 position: 11,	 waiting since: 1022,	 schedule: [(1021.2858685113627, 0)], 9.	 home: 10,	 position: 10,	 waiting since: 1023,	 schedule: [(1022.6654077364415, 0)], 98.	 home: 11,	 position: 11,	 waiting since: 1025,	 schedule: [(1024.8248632637521, 0)], 22.	 home: 13,	 position: 13,	 waiting since: 1063,	 schedule: [(1036.0753142989784, 0)], 27.	 home: 14,	 position: 14,	 waiting since: 1069,	 schedule: [(1015.8771217360187, 0)]]",5,5,"[51.	 home: 9,	 position: 0,	 waiting since: 471,	 schedule: [(470.50922930035597, 9), (713.1575642977407, 10), (743.1575642977407, 9), (1044.6859254371086, 0)], 4.	 home: 7,	 position: 0,	 waiting since: 472,	 schedule: [(471.5055254086783, 7), (714.282777547607, 5), (744.282777547607, 7), (1036.419569164493, 0)], 23.	 home: 12,	 position: 0,	 waiting since: 472,	 schedule: [(471.7810936783961, 12), (726.6089635826652, 10), (756.6089635826652, 12), (1045.8659135728276, 0)], 65.	 home: 3,	 position: 5,	 waiting since: 1424,	 schedule: [(737.321270832434, 3), (1009.2405513081238, 0)], 30.	 home: 4,	 position: 5,	 waiting since: 1425,	 schedule: [(729.2528911459245, 4), (1019.6061437734066, 0)]]",9,5,"[68.	 home: 14,	 position: 0,	 waiting since: 470,	 schedule: [(469.73571690482567, 14), (735.5935143826929, 10), (765.5935143826929, 14), (1012.0058885310598, 0)], 39.	 home: 1,	 position: 1,	 waiting since: 1359,	 schedule: [(1008.0249932489523, 0)], 52.	 home: 2,	 position: 2,	 waiting since: 1356,	 schedule: [(1007.332661591787, 0)], 43.	 home: 3,	 position: 3,	 waiting since: 1353,	 schedule: [(1030.142616807341, 0)], 84.	 home: 6,	 position: 6,	 waiting since: 1391,	 schedule: [(719.8627396618128, 5), (749.8627396618128, 6), (1003.8124551627471, 0)]]"
1440,902.64,100/100,100/100,13,1,"[61.	 home: 11,	 position: 11,	 waiting since: 1017,	 schedule: [(1016.8112174354186, 0)]]",3,3,"[81.	 home: 4,	 position: 4,	 waiting since: 1030,	 schedule: [(1015.4639939317277, 0)], 20.	 home: 3,	 position: 3,	 waiting since: 1031,	 schedule: [(1030.3826329632916, 0)], 38.	 home: 10,	 position: 10,	 waiting since: 1017,	 schedule: [(1016.5710974413741, 0)]]",12,5,"[37.	 home: 5,	 position: 5,	 waiting since: 1015,	 schedule: [(1014.987878993464, 0)], 54.	 home: 6,	 position: 6,	 waiting since: 1021,	 schedule: [(1020.0543632933468, 0)], 6.	 home: 6,	 position: 6,	 waiting since: 1027,	 schedule: [(1026.1857561580707, 0)], 86.	 home: 12,	 position: 12,	 waiting since: 1264,	 schedule: [(1036.434561482814, 0)], 56.	 home: 14,	 position: 14,	 waiting since: 1297,	 schedule: [(718.2360534991976, 10), (748.2360534991976, 14), (1019.1543614701789, 0)]]"
1440,875.1428571428571,98/100,98/100,14,3,"[83.	 home: 12,	 position: 12,	 waiting since: 745,	 schedule: [(744.1307865753465, 10), (774.1307865753465, 12), (1014.287677488423, 0)], 59.	 home: 13,	 position: 13,	 waiting since: 743,	 schedule: [(721.7766602352565, 10), (751.7766602352565, 13), (1021.0615974744035, 0)], 1.	 home: 13,	 position: 13,	 waiting since: 744,	 schedule: [(707.8851752547724, 10), (737.8851752547724, 13), (1038.7772473316456, 0)]]",2,5,"[99.	 home: 10,	 position: 0,	 waiting since: 471,	 schedule: [(470.8697841518059, 10), (713.8332584579307, 10), (743.8332584579307, 10), (1020.8834894254211, 0)], 47.	 home: 7,	 position: 5,	 waiting since: 1321,	 schedule: [(761.7779036396416, 7), (999.97083229945, 0)], 16.	 home: 13,	 position: 0,	 waiting since: 473,	 schedule: [(472.6351959271585, 13), (694.3452639697518, 10), (724.3452639697518, 13), (1028.0805863817093, 0)], 50.	 home: 12,	 position: 0,	 waiting since: 473,	 schedule: [(472.9479016061969, 12), (716.2774571625758, 10), (746.2774571625758, 12), (1027.6899193874162, 0)], 52.	 home: 6,	 position: 0,	 waiting since: 473,	 schedule: [(472.8979940196959, 6), (724.0933623287109, 5), (754.0933623287109, 6), (1025.7769374343995, 0)]]",12,5,"[72.	 home: 3,	 position: 5,	 waiting since: 889,	 schedule: [(746.981007806594, 3), (1024.4270158411161, 0)], 19.	 home: 7,	 position: 7,	 waiting since: 908,	 schedule: [(719.1497454076823, 5), (749.1497454076823, 7), (1018.6970988814885, 0)], 65.	 home: 7,	 position: 7,	 waiting since: 997,	 schedule: [(996.9565977594388, 0)], 54.	 home: 8,	 position: 8,	 waiting since: 1015,	 schedule: [(1014.6416644720072, 0)], 89.	 home: 13,	 position: 13,	 waiting since: 1186,	 schedule: [(1014.4226145427668, 0)]]"
1440,918.45,100/100,100/100,14,0,[],0,5,"[57.	 home: 12,	 position: 0,	 waiting since: 457,	 schedule: [(456.57854182684713, 12), (725.9766988646735, 10), (755.9766988646735, 12), (1037.6800199564152, 0)], 46.	 home: 13,	 position: 0,	 waiting since: 462,	 schedule: [(461.5561822545245, 13), (731.7758817869272, 10), (761.7758817869272, 13), (1019.9770482749237, 0)], 82.	 home: 12,	 position: 0,	 waiting since: 462,	 schedule: [(461.29194447578834, 12), (714.9376678904837, 10), (744.9376678904837, 12), (1011.2485562899914, 0)], 17.	 home: 11,	 position: 0,	 waiting since: 463,	 schedule: [(462.9628333235331, 11), (701.0983168148756, 10), (731.0983168148756, 11), (1015.6025524005845, 0)], 39.	 home: 1,	 position: 1,	 waiting since: 961,	 schedule: [(718.7838970994313, 5), (748.7838970994313, 1), (1024.3517837063575, 0)]]",14,3,"[75.	 home: 5,	 position: 5,	 waiting since: 1020,	 schedule: [(1019.758502568245, 0)], 76.	 home: 13,	 position: 13,	 waiting since: 1076,	 schedule: [(728.7857166923867, 10), (758.7857166923867, 13), (1014.2891781146528, 0)], 43.	 home: 13,	 position: 13,	 waiting since: 1078,	 schedule: [(707.7359758460636, 10), (737.7359758460636, 13), (1017.3363308676475, 0)]]"
1440,926.39,100/100,100/100,14,0,[],2,5,"[28.	 home: 14,	 position: 0,	 waiting since: 465,	 schedule: [(464.3152571065277, 14), (719.5401859944158, 10), (749.5401859944158, 14), (1020.665327915347, 0)], 97.	 home: 6,	 position: 0,	 waiting since: 468,	 schedule: [(467.6879389357937, 6), (718.7139092073527, 5), (748.7139092073527, 6), (1015.5115147369457, 0)], 59.	 home: 3,	 position: 3,	 waiting since: 711,	 schedule: [(710.4397178856464, 5), (740.4397178856464, 3), (1008.3220474268139, 0)], 29.	 home: 3,	 position: 3,	 waiting since: 713,	 schedule: [(712.0054041124268, 5), (742.0054041124268, 3), (1023.1099481649063, 0)], 14.	 home: 3,	 position: 3,	 waiting since: 717,	 schedule: [(716.0852288853607, 5), (746.0852288853607, 3), (1017.5088915847231, 0)]]",7,0,[]
1440,918.36,100/100,100/100,14,0,[],3,5,"[51.	 home: 14,	 position: 0,	 waiting since: 461,	 schedule: [(460.3962939897749, 14), (706.0518832884202, 10), (736.0518832884202, 14), (1020.6366549708475, 0)], 27.	 home: 12,	 position: 0,	 waiting since: 464,	 schedule: [(463.64667845151996, 12), (735.381291799708, 10), (765.381291799708, 12), (1003.3157599686372, 0)], 14.	 home: 9,	 position: 0,	 waiting since: 466,	 schedule: [(465.91674966451933, 9), (745.5979039043262, 10), (775.5979039043262, 9), (1020.8731111005386, 0)], 55.	 home: 7,	 position: 0,	 waiting since: 466,	 schedule: [(465.55805590874024, 7), (709.9414294134276, 5), (739.9414294134276, 7), (1016.6516547348651, 0)], 0.	 home: 1,	 position: 1,	 waiting since: 1172,	 schedule: [(701.5108755699375, 5), (731.5108755699375, 1), (1036.2933385214592, 0)]]",13,5,"[10.	 home: 3,	 position: 5,	 waiting since: 833,	 schedule: [(759.4546361645449, 3), (1005.6992003272528, 0)], 26.	 home: 3,	 position: 5,	 waiting since: 833,	 schedule: [(749.0226116245234, 3), (1019.5192856187987, 0)], 99.	 home: 2,	 position: 5,	 waiting since: 833,	 schedule: [(742.5975343217488, 2), (1014.6371128776119, 0)], 29.	 home: 3,	 position: 5,	 waiting since: 835,	 schedule: [(753.8187017140656, 3), (1019.7357982514608, 0)], 74.	 home: 3,	 position: 5,	 waiting since: 836,	 schedule: [(774.8464193746565, 3), (1005.690965922667, 0)]]"
1440,850.125,96/100,96/100,13,3,"[5.	 home: 12,	 position: 12,	 waiting since: 1017,	 schedule: [(1016.6086815819099, 0)], 17.	 home: 13,	 position: 13,	 waiting since: 1048,	 schedule: [(709.060093358042, 10), (739.060093358042, 13), (1026.3092451983982, 0)], 14.	 home: 13,	 position: 13,	 waiting since: 1260,	 schedule: [(703.5425657793832, 10), (733.5425657793832, 13), (1015.2092752039762, 0)]]",11,5,"[4.	 home: 4,	 position: 5,	 waiting since: 1049,	 schedule: [(734.0160791474169, 4), (1019.5635421527389, 0)], 61.	 home: 3,	 position: 5,	 waiting since: 1049,	 schedule: [(748.2979453002202, 3), (1016.5172740756881, 0)], 21.	 home: 7,	 position: 7,	 waiting since: 720,	 schedule: [(719.1140665526821, 5), (749.1140665526821, 7), (1005.6304084482069, 0)], 91.	 home: 9,	 position: 9,	 waiting since: 1320,	 schedule: [(1021.9885571304839, 0)], 31.	 home: 8,	 position: 8,	 waiting since: 1168,	 schedule: [(1009.7731474542544, 0)]]",7,4,"[78.	 home: 3,	 position: 5,	 waiting since: 751,	 schedule: [(750.9955747592179, 3), (1029.371978041187, 0)], 67.	 home: 6,	 position: 6,	 waiting since: 983,	 schedule: [(717.690302740219, 5), (747.690302740219, 6), (1021.0661619786274, 0)], 77.	 home: 12,	 position: 12,	 waiting since: 1157,	 schedule: [(1012.9307992958476, 0)], 8.	 home: 7,	 position: 7,	 waiting since: 1219,	 schedule: [(717.9809443382422, 5), (747.9809443382422, 7), (1020.298011879426, 0)]]"
1440,920.03,100/100,100/100,13,1,"[4.	 home: 12,	 position: 12,	 waiting since: 1023,	 schedule: [(1022.502381266069, 0)]]",14,4,"[87.	 home: 3,	 position: 5,	 waiting since: 869,	 schedule: [(744.2085845347352, 3), (1012.8259989426183, 0)], 96.	 home: 9,	 position: 9,	 waiting since: 1050,	 schedule: [(1049.7742376561064, 0)], 92.	 home: 10,	 position: 10,	 waiting since: 1040,	 schedule: [(1039.1246162710531, 0)], 79.	 home: 14,	 position: 14,	 waiting since: 1106,	 schedule: [(1027.7526845673494, 0)]]",14,1,"[84.	 home: 7,	 position: 7,	 waiting since: 998,	 schedule: [(997.9662755075638, 0)]]"
